# NT-Forensik — Schwachstellenbereiche core
# Quelle: Wordfence Intelligence, Defiant Inc. Siehe ../QUELLEN.md
# slug	von	von_inkl	bis	bis_inkl	behoben	cve	cvss	kev	quelle
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2204	4.6		https://www.wordfence.com/threat-intel/vulnerabilities/id/7e42954c-1ae3-41ef-8dd3-16e5820aa36f?source=api-prod
wordpress	*	1	3.5.1	1	3.5.2	CVE-2013-2205	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/d116e432-ded9-4fc1-9509-710269dba5e0?source=api-prod
wordpress	*	1	3.5.2	0	3.5.2	CVE-2013-2173	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/c0bba475-b498-4c2d-a3f2-f4766a2b8616?source=api-prod
wordpress	*	1	3.6	1	3.6.1	CVE-2013-4338	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/d91ea0c9-ee41-4c8f-a16b-8b36c7f0a72e?source=api-prod
wordpress	*	1	3.6	1	3.6.1	CVE-2013-4339	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/45adeeba-22b0-4758-bc21-afc019653ce8?source=api-prod
wordpress	*	1	3.6	1	3.6.1	CVE-2013-4340	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/af420213-039b-41a4-b177-4035fc727867?source=api-prod
wordpress	*	1	3.6	1	3.6.1	CVE-2013-5738	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/5d70b447-4f7f-4196-a37b-167679cef229?source=api-prod
wordpress	*	1	3.6.1	0	3.6.1	CVE-2013-5739	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/ae92bd0c-936c-4fae-8c0c-c94706568527?source=api-prod
wordpress	*	1	3.6.1	1	3.7.25	CVE-2018-5776	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/01ebc1b1-2dd3-4e91-93b2-fc8e5e93e925?source=api-prod
wordpress	*	1	3.6.1	1	3.7.31	CVE-2019-17675	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/04e0b17e-efab-4b08-8c8a-93e3e4baffaa?source=api-prod
wordpress	*	1	3.6.1	1	3.7.39		4.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/300c6ea4-4eed-4be5-abfd-ec4ad9b741d3?source=api-prod
wordpress	*	1	3.6.1	1	3.7.39		8		https://www.wordfence.com/threat-intel/vulnerabilities/id/0248f829-84de-40b9-bb63-354fbf06472d?source=api-prod
wordpress	*	1	3.6.1	1	3.7.39	CVE-2022-4973	4.9		https://www.wordfence.com/threat-intel/vulnerabilities/id/b5582e89-83e6-4898-b9fe-09eddeb5f7ae?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		3.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/0fcdfba2-aa19-4d0c-8880-5ee2c0680555?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		3.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/2f0d4f48-a315-4308-a5b6-7d3f045b292f?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/4394f96a-ceb5-463f-b454-a6fa4a59fc45?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/19c88a9a-1f97-4a46-b759-9ca030d577e7?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/38979e27-2023-4f84-a708-1732b4117066?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/fa139703-e83e-4a19-a801-464b72a2acc4?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/ddd06190-d0c1-445d-8c6f-4c7df3248db4?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40		9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/ff4b47d8-28c1-4706-91d9-0285f419147e?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40	CVE-2022-43497	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/6f6aa094-6bac-463f-b46d-c65f591abbb3?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40	CVE-2022-43500	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/438fbd3f-052b-4a6d-acd2-233a93d56cbb?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40	CVE-2022-43504	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/f0691a2a-734e-4726-97a1-9e0c796c2fb5?source=api-prod
wordpress	*	1	3.6.1	1	3.7.40	CVE-2022-43504	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/eadbfb77-fb9a-4363-acc8-8dd9b87820eb?source=api-prod
wordpress	*	1	3.6.1	1	3.7.5	CVE-2014-9036	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/04516d92-7f66-47b3-aeae-6752e03c1f95?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-2213	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/c6ae2633-caf6-4319-ba81-e71a673c89ee?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-5730	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/97ab2585-4178-4a5b-923f-2ce9ca44a8d7?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-5731	9.6		https://www.wordfence.com/threat-intel/vulnerabilities/id/812d99bc-8d86-44a9-bafa-be8ce979229c?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-5732	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/aba33487-f6c5-41e9-9500-73bef37381e6?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-5733	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/22b3ee70-7ba6-4f8a-add4-3c7f4765b3d1?source=api-prod
wordpress	*	1	3.7	0	3.7.10	CVE-2015-5734	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/c2385865-ff03-4daf-bf81-3ec3ea11c91f?source=api-prod
wordpress	*	1	3.7	0	3.7.11	CVE-2015-5714	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4c1f4487-c684-4602-9b93-e547e2d38a64?source=api-prod
wordpress	*	1	3.7	0	3.7.11	CVE-2015-5715	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/3a71b8da-73dd-488e-b553-77116731f13f?source=api-prod
wordpress	*	1	3.7	0	3.7.11	CVE-2015-7989	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/24b89ed2-9dfb-4068-8459-cb2e708c7778?source=api-prod
wordpress	*	1	3.7	0	3.7.12	CVE-2016-1564	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/8acf7327-2cdc-44ad-a04c-01cb0337d510?source=api-prod
wordpress	*	1	3.7	0	3.7.13	CVE-2016-2221	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/e72e87ae-f5c0-4582-a644-b90e93d98e74?source=api-prod
wordpress	*	1	3.7	0	3.7.13	CVE-2016-2222	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/1351cd6b-ae22-4363-b36b-f892c504f5d9?source=api-prod
wordpress	*	1	3.7	0	3.7.14	CVE-2016-4566	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/26753b92-3ec5-4b65-8fc7-2d6488f12974?source=api-prod
wordpress	*	1	3.7	0	3.7.14	CVE-2016-4567	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/0987285b-4daf-4979-934b-7fa4a0ded99f?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5832	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/16102d4c-86d6-471e-b787-54e4bc14b5a2?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5833	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/ffa252d6-0fe2-4d1f-802f-b902084822a7?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5834	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/a9498085-87c7-47e7-aac8-c0397264a7eb?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5835	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/10a811f3-0c5b-4e06-a9bb-338d36d0b5eb?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5836	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/17646179-47ad-4846-a581-3e713df43c32?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5837	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c674bb2a-8ecf-4aea-a729-c9bdf4ee35fd?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5838	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/eb56da48-c928-42d4-8c71-de72f879d430?source=api-prod
wordpress	*	1	3.7	0	3.7.15	CVE-2016-5839	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/a7e8eb75-ba48-4385-9ddd-800d9bb907f1?source=api-prod
wordpress	*	1	3.7	0	3.7.16	CVE-2016-7168	4.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/2d853bd5-4caa-4b90-a9a6-929fb18b9337?source=api-prod
wordpress	*	1	3.7	0	3.7.16	CVE-2016-7169	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/0f19194c-dbe8-455d-bee7-2f7d4ce9224f?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5487	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/2b300f55-f1ee-4345-adc2-32cd3b081a30?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5488	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/f4a4e3ef-ee88-4175-8628-c5511c20bf23?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5489	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/e620328e-f4f4-4f3a-8767-efbc676f72a4?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5490	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/f10fdf31-6941-4d41-8c15-90ed61addc2f?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5491	8.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/fd4ac2b0-120a-4e68-bf8d-e039336fe9dc?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5492	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/91e61664-3b98-4a97-b35c-1ec88034d05b?source=api-prod
wordpress	*	1	3.7	0	3.7.17	CVE-2017-5493	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/14b7fd1e-6e2d-49bb-8492-b072afeebd88?source=api-prod
wordpress	*	1	3.7	0	3.7.18	CVE-2017-1001000	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/2481f37b-a220-435d-9b43-6e7c5f42034f?source=api-prod
wordpress	*	1	3.7	0	3.7.18	CVE-2017-5610	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/7cfaf155-7766-4bb9-b89a-368d8adb889f?source=api-prod
wordpress	*	1	3.7	0	3.7.18	CVE-2017-5611	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/8ddeaf57-df82-48f0-b53d-a35a6cd80aca?source=api-prod
wordpress	*	1	3.7	0	3.7.18	CVE-2017-5612	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/ab710963-64e2-476e-9a60-0a18b64b7550?source=api-prod
wordpress	*	1	3.7	0	3.7.18	CVE-2017-6514	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/8bed0637-6d1b-4c30-b87c-01c88d573ae6?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6814	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/40502842-8505-41fb-9d3a-a5d567040921?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6815	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/0ed8ee65-d910-42a4-b6de-3229346dc59e?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6816	4.9		https://www.wordfence.com/threat-intel/vulnerabilities/id/a3779501-4ac7-4b76-8b2b-9852c6467f16?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6817	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/0788659e-be5b-413d-b4fb-d60df07075e1?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6818	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/98acac5c-65d7-4aaf-adcc-a58515c28fc3?source=api-prod
wordpress	*	1	3.7	0	3.7.19	CVE-2017-6819	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/578a908a-d447-4b3e-b5d1-be86363c982a?source=api-prod
wordpress	*	1	3.7	0	3.7.2	CVE-2014-0165	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/696f7c68-d19a-48ee-abc0-044f1734dfdb?source=api-prod
wordpress	*	1	3.7	0	3.7.2	CVE-2014-0166	6.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/a973dd0a-1a36-4ea2-a300-0f8bb277dfaa?source=api-prod
wordpress	*	1	3.7	0	3.7.21	CVE-2017-9062	6.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/f7d66176-73a8-4076-8ae0-1f1fd8260f8e?source=api-prod
wordpress	*	1	3.7	0	3.7.21	CVE-2017-9063	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/f21c70aa-22be-456d-93bb-f478b70deaef?source=api-prod
wordpress	*	1	3.7	0	3.7.21	CVE-2017-9064	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/305ffc3b-5f1c-42fb-9fd5-0dfcbe1c661b?source=api-prod
wordpress	*	1	3.7	0	3.7.21	CVE-2017-9065	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/801d6f21-1f52-48d4-9f8e-5c971dd037f7?source=api-prod
wordpress	*	1	3.7	0	3.7.21	CVE-2017-9066	7.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/d357f92a-3c20-4972-af4d-65053027d31c?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14718	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/fe1301d9-738b-485f-b8db-c23c16e4f99d?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14719	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/8be739cd-e594-41a5-85a4-9cf7d3436953?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14720	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/ca4824fb-192a-499d-bf92-aa59410d8d4a?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14721	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/2dccdaa8-5095-42c4-9ca8-90fb444c0ae4?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14722	4.9		https://www.wordfence.com/threat-intel/vulnerabilities/id/bbe9eed9-9a96-47da-95fa-b942817a9d4f?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14723	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/6b558818-f459-4bc1-893c-8c1c7bf9d6d2?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14724	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/d2716f7e-ae73-482a-acf7-772884f0b3ab?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14725	3.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/76af4656-547b-4daf-9078-8ed2b425d1ca?source=api-prod
wordpress	*	1	3.7	0	3.7.22	CVE-2017-14726	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/b6066883-20e0-440d-9a96-7f4b06c670d2?source=api-prod
wordpress	*	1	3.7	0	3.7.23	CVE-2017-16510	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/bb6182e8-ba5c-4873-aa18-45a79191c8c5?source=api-prod
wordpress	*	1	3.7	0	3.7.24	CVE-2017-17091	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/76516f23-487f-48f6-82c0-88df651ddc65?source=api-prod
wordpress	*	1	3.7	0	3.7.24	CVE-2017-17092	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/e5252b2f-c1a1-4fec-abaf-ad234affdcfb?source=api-prod
wordpress	*	1	3.7	0	3.7.24	CVE-2017-17093	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/aa8a095b-abda-4a12-a4b9-246cda41fb4e?source=api-prod
wordpress	*	1	3.7	0	3.7.24	CVE-2017-17094	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/0b4ec57a-c52a-40c1-897a-db67efbd7177?source=api-prod
wordpress	*	1	3.7	0	3.7.25	CVE-2016-9263	4.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/72b14197-560a-4dc2-9c23-a250f51dc51e?source=api-prod
wordpress	*	1	3.7	0	3.7.26	CVE-2018-10100	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/fd23b9cd-3492-4f6f-b90d-5215e175c1e3?source=api-prod
wordpress	*	1	3.7	0	3.7.26	CVE-2018-10101	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/70352973-5fa7-40b0-9e07-eab2e96520b7?source=api-prod
wordpress	*	1	3.7	0	3.7.26	CVE-2018-10102	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/d3039831-6a29-48de-bdf3-66cac7655719?source=api-prod
wordpress	*	1	3.7	0	3.7.27	CVE-2018-12895	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/c38a5e59-3233-4b37-bd6f-baf5dc9f9a01?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-1000773	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/1f846ffa-0dfa-4549-845a-7884a390462a?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20147	7.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/7d61b06b-6709-4f60-8324-53775dbb3c04?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20148	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/29778d95-4859-4383-91c7-15e7907b825c?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20149	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/4df635b8-4c56-4b24-8446-8e39e6fe7441?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20150	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/ecdcad88-c926-490f-8e83-09d92ba080f8?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20151	7.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/caa66246-7ffa-4944-ae3a-9c872300b7d4?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20152	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/c399687c-bb00-4b72-a17f-e3bf04918259?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2018-20153	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/88a3b4ad-7b8c-40ae-b81f-ccb979b49a47?source=api-prod
wordpress	*	1	3.7	0	3.7.28	CVE-2019-8942	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/506d1518-658f-4deb-9c30-d0bce5ef9df4?source=api-prod
wordpress	*	1	3.7	0	3.7.29	CVE-2019-9787	9.6		https://www.wordfence.com/threat-intel/vulnerabilities/id/a50531df-e876-463c-a06b-16b2f30aeefe?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16217	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/2be089a0-d4d5-4d64-8fb7-8c42286ebbcd?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16218	7.2		https://www.wordfence.com/threat-intel/vulnerabilities/id/bfcbf652-6cb4-4f3e-9032-ad262e8c8480?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16219	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c510063e-1c64-40fa-842a-e7efd3dc550a?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16220	4.6		https://www.wordfence.com/threat-intel/vulnerabilities/id/4b6f9700-eb29-4391-845c-58e1a2327b0b?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16221	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/3802cbf7-6725-4f93-a178-2af02bb022a1?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16222	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/42dd1eeb-10b4-48f1-b392-dfa3a9d4b9c4?source=api-prod
wordpress	*	1	3.7	0	3.7.30	CVE-2019-16223	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/63590140-9723-4e91-884c-f2b11b67eb8d?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17669	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/c95505e3-6851-476e-af40-bb841eb01be7?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17670	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/d6a51962-fe99-4911-85c9-a75bd18e74c2?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17671	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/6cc6d71c-fb19-4142-a8be-4175afc1713c?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17672	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/eaea07ad-e6f1-4f23-a508-94203967af7f?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17673	7.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/2144ba9f-cb0a-4b54-a23f-3ecb2548a490?source=api-prod
wordpress	*	1	3.7	0	3.7.31	CVE-2019-17674	5.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/6af83daa-ad8c-43ba-b77e-ad085889277c?source=api-prod
wordpress	*	1	3.7	0	3.7.32	CVE-2019-16780	5.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/78b98f21-ac0c-496b-8cb9-8d2f3bd751b1?source=api-prod
wordpress	*	1	3.7	0	3.7.32	CVE-2019-16781	5.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/149eb7ef-be96-442e-925e-01d8d76e3a1a?source=api-prod
wordpress	*	1	3.7	0	3.7.32	CVE-2019-20041	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/1bc0aa64-57a6-44ef-974a-70991cc3820f?source=api-prod
wordpress	*	1	3.7	0	3.7.32	CVE-2019-20042	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/8c483cf9-fb63-4c43-ad42-1404448540c2?source=api-prod
wordpress	*	1	3.7	0	3.7.32	CVE-2019-20043	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/5ceba1b2-2d39-4561-838b-b46e758517a3?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11025	5.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/adf3fb57-b080-4cda-b78b-14d94bad21a9?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11026	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/3379dde1-d1fb-4ec8-b834-de00fb6a38f2?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11027	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/71fe2687-0dc9-4c56-91a4-447420818cca?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11028	5.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/b6b6fb24-f70b-44b0-a1e8-12ebc0e0c105?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11029	5.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/7cfc1f42-c9dd-4dcb-8be5-c440a568a02e?source=api-prod
wordpress	*	1	3.7	0	3.7.33	CVE-2020-11030	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/68f87cc7-fde5-4cd6-ab25-bf05cd3b5cde?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-25286	5.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/8055886f-d0a9-4784-8430-41816db6c884?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-4046	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/431d352b-d79b-4a6b-91f9-95962be3049e?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-4047	6.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/371deb9d-707f-47e4-96d7-1a287926b536?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-4048	5.7		https://www.wordfence.com/threat-intel/vulnerabilities/id/bc6a8c0e-1136-41ff-bfc2-450434aa6326?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-4049	2.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/92895f8e-59c9-4988-9d7a-2601880d71a2?source=api-prod
wordpress	*	1	3.7	0	3.7.34	CVE-2020-4050	3.5		https://www.wordfence.com/threat-intel/vulnerabilities/id/8746bd3a-6e2b-4ed2-9b21-4ed5a0e58de8?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28032	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/58300545-3e53-49be-bf55-eaf3e4cd82e9?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28033	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/f3ff473c-c629-487c-9b18-e074534c7b79?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28034	6.1		https://www.wordfence.com/threat-intel/vulnerabilities/id/4290ee15-0362-48c5-a570-4a1b6719a948?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28035	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/f9bfa726-40e1-4417-9d59-289dbb3a17ff?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28036	8.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/36e15052-0e04-4b72-b573-b736109517b8?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28037	4.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/b13f6a3f-cab6-4aff-a96e-58250fcf655a?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28038	6.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/8cf1ac25-2e55-4e27-af01-9b5b1997f339?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28039	5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/beb70eb8-9a9c-4116-832c-337fc2a03329?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2020-28040	4.3		https://www.wordfence.com/threat-intel/vulnerabilities/id/7d6a09f5-029a-4710-b2bd-974d0d8348b1?source=api-prod
wordpress	*	1	3.7	0	3.7.35	CVE-2021-29476	9.8		https://www.wordfence.com/threat-intel/vulnerabilities/id/6345d360-5f58-44d2-bc2d-1a20ee43e146?source=api-prod
wordpress	*	1	3.7	0	3.7.38		5.4		https://www.wordfence.com/threat-intel/vulnerabilities/id/954b8064-f317-4af4-a55f-9a61ee945006?source=api-prod
